"run_basename","pass_threshold","n_stages","best_criterion","primary_best_model","primary_AIC","primary_RMSE_pct","best_model","best_AIC","best_by_rmse_pct_model","best_by_rmse_pct_value","best_by_aic_comparable_model","best_by_aic_comparable_AIC","best_by_aic_all_model","best_by_aic_all_AIC","plotted_curve_model","plotted_curve_AIC","plotted_curve_RMSE_pct","final_accuracy_pct"
"radials_neutral_seed1702",90.5,7,"rmse_pct","inverse_stage",70.0030461037983,23.3993353254899,"inverse_stage",70.0030461037983,"inverse_stage",23.3993353254899,"inverse_stage",70.0030461037983,"power_loglog",35.9670309193661,"inverse_stage",70.0030461037983,23.3993353254899,0
"radials_condA_seed1702",90.5,7,"rmse_pct","linear",62.1690340708052,13.3716304088826,"linear",62.1690340708052,"linear",13.3716304088826,"linear",62.1690340708052,"power_loglog",6.04925660426497,"linear",62.1690340708052,13.3716304088826,28.5714285714286
"radials_condB_seed1702",90.5,7,"rmse_pct","inverse_stage",70.0030461037983,23.3993353254899,"inverse_stage",70.0030461037983,"inverse_stage",23.3993353254899,"inverse_stage",70.0030461037983,"power_loglog",35.9670309193661,"inverse_stage",70.0030461037983,23.3993353254899,0
"radials_condC_seed1702",90.5,7,"rmse_pct","linear",62.8316415642501,14.0197133509061,"linear",62.8316415642501,"linear",14.0197133509061,"linear",62.8316415642501,"power_loglog",10.2979730401587,"linear",62.8316415642501,14.0197133509061,28.5714285714286
"geometric20_neutral_seed1702",90.5,8,"rmse_pct","linear",62.6124892117098,8.32565775643339,"linear",62.6124892117098,"linear",8.32565775643339,"linear",62.6124892117098,"power_loglog",2.10912148757165,"linear",62.6124892117098,8.32565775643339,25
"geometric20_condA_seed1702",90.5,8,"rmse_pct","linear",67.2309092617444,11.111640979328,"linear",67.2309092617444,"linear",11.111640979328,"linear",67.2309092617444,"power_loglog",1.08731106284074,"linear",67.2309092617444,11.111640979328,62.5
"geometric20_condB_seed1702",90.5,8,"rmse_pct","linear",68.1852974002771,11.7946089014224,"linear",68.1852974002771,"linear",11.7946089014224,"linear",68.1852974002771,"power_loglog",42.7284098090471,"linear",68.1852974002771,11.7946089014224,0
"geometric20_condC_seed1702",90.5,8,"rmse_pct","linear",60.1694980826968,7.14673134021465,"linear",60.1694980826968,"linear",7.14673134021465,"linear",60.1694980826968,"power_loglog",-0.341444611217632,"linear",60.1694980826968,7.14673134021465,37.5
