pattern_id,point_index,x,z
pat_01_lissajous,0,1.9210739131367114,0
pat_01_lissajous,1,3.7461411026276505,2.644053221799325
pat_01_lissajous,2,5.2045099000935675,4.830925621080116
pat_01_lissajous,3,6.153425007,6.182487092894676
pat_01_lissajous,4,6.5,6.465040380215763
pat_01_lissajous,5,6.2103097052513965,5.629729452749532
pat_01_lissajous,6,5.312711026780749,3.820987158416438
pat_01_lissajous,7,3.8950671771744996,1.3515614718145623
pat_01_lissajous,8,2.0961470137376064,-1.351561472
pat_01_lissajous,9,0.092041376,-3.820987158
pat_01_lissajous,10,-1.921073913,-5.629729453
pat_01_lissajous,11,-3.746141103,-6.46504038
pat_01_lissajous,12,-5.2045099,-6.182487093
pat_01_lissajous,13,-6.153425007,-4.830925621
pat_01_lissajous,14,-6.5,-2.644053222
pat_01_lissajous,15,-6.210309705,-1.59E-15
pat_01_lissajous,16,-5.312711027,2.644053221799322
pat_01_lissajous,17,-3.895067177,4.830925621080113
pat_01_lissajous,18,-2.096147014,6.182487092894675
pat_01_lissajous,19,-0.092041376,6.465040380215763
pat_01_lissajous,20,1.9210739131367087,5.629729452749536
pat_01_lissajous,21,3.7461411026276483,3.8209871584164388
pat_01_lissajous,22,5.204509900093562,1.3515614718145696
pat_01_lissajous,23,6.153425006585599,-1.351561472
pat_01_lissajous,24,6.499999999999999,-3.820987158
pat_01_lissajous,25,6.210309705251399,-5.629729453
pat_01_lissajous,26,5.312711026780748,-6.46504038
pat_01_lissajous,27,3.895067177174496,-6.182487093
pat_01_lissajous,28,2.096147013737603,-4.830925621
pat_01_lissajous,29,0.092041376,-2.644053222
pat_01_lissajous,30,-1.921073913,-3.18E-15
pat_01_lissajous,31,-3.746141103,2.644053221799315
pat_01_lissajous,32,-5.2045099,4.8309256210801115
pat_01_lissajous,33,-6.153425007,6.182487092894675
pat_01_lissajous,34,-6.5,6.465040380215764
pat_01_lissajous,35,-6.210309705,5.629729452749536
pat_01_lissajous,36,-5.312711027,3.820987158416441
pat_01_lissajous,37,-3.895067177,1.3515614718145712
pat_01_lissajous,38,-2.096147014,-1.351561472
pat_01_lissajous,39,-0.092041376,-3.820987158
pat_01_lissajous,40,1.9210739131367127,-5.629729453
pat_01_lissajous,41,3.7461411026276417,-6.46504038
pat_01_lissajous,42,5.204509900093568,-6.182487093
pat_01_lissajous,43,6.153425006585596,-4.830925621
pat_01_lissajous,44,6.499999999999999,-2.644053222
pat_01_lissajous,45,6.2103097052513965,-4.78E-15
pat_01_lissajous,46,5.3127110267807485,2.644053221799314
pat_01_lissajous,47,3.8950671771745067,4.830925621080103
pat_01_lissajous,48,2.096147013737604,6.182487092894674
pat_01_lissajous,49,0.092041376,6.465040380215764
pat_01_lissajous,50,-1.921073913,5.629729452749542
pat_01_lissajous,51,-3.746141103,3.8209871584164414
pat_01_lissajous,52,-5.2045099,1.3515614718145728
pat_01_lissajous,53,-6.153425007,-1.351561472
pat_01_lissajous,54,-6.5,-3.820987158
pat_01_lissajous,55,-6.210309705,-5.629729453
pat_01_lissajous,56,-5.312711027,-6.46504038
pat_01_lissajous,57,-3.895067177,-6.182487093
pat_01_lissajous,58,-2.096147014,-4.830925621
pat_01_lissajous,59,-0.092041376,-2.644053222
pat_02_rose5,0,6.5,0
pat_02_rose5,1,5.598327969057031,0.5884079799541869
pat_02_rose5,2,3.1789797023848694,0.6757129951577181
pat_02_rose5,3,3.785302035089551e-16,1.229919187391099e-16
pat_02_rose5,4,-2.969022737,-1.32189409
pat_02_rose5,5,-4.875,-2.814582562
pat_02_rose5,6,-5.258610463,-3.82060414
pat_02_rose5,7,-4.183284934,-3.766646673
pat_02_rose5,8,-2.174674471,-2.415220683
pat_02_rose5,9,-7.02E-16,-9.66E-16
pat_02_rose5,10,1.6249999999999978,2.814582562299421
pat_02_rose5,11,2.2895877260987043,5.14249823
pat_02_rose5,12,2.008610463437159,6.181867355918499
pat_02_rose5,13,1.1703692389477114,5.5061543607607835
pat_02_rose5,14,0.3397175056198753,3.232196159946896
pat_02_rose5,15,1.2185548234127595e-31,1.990051048614449e-15
pat_02_rose5,16,0.3397175056198728,-3.23219616
pat_02_rose5,17,1.1703692389477078,-5.506154361
pat_02_rose5,18,2.008610463437158,-6.181867356
pat_02_rose5,19,2.289587726098706,-5.14249823
pat_02_rose5,20,1.6250000000000033,-2.814582562
pat_02_rose5,21,1.6376117207586419e-15,-2.25E-15
pat_02_rose5,22,-2.174674471,2.4152206828015204
pat_02_rose5,23,-4.183284934,3.7666466731169637
pat_02_rose5,24,-5.258610463,3.8206041399010755
pat_02_rose5,25,-4.875,2.814582562299429
pat_02_rose5,26,-2.969022737,1.3218940899963552
pat_02_rose5,27,-3.41E-15,1.1069272686519895e-15
pat_02_rose5,28,3.178979702384852,-0.675712995
pat_02_rose5,29,5.598327969057025,-0.58840798
pat_02_rose5,30,6.499999999999999,-7.96E-16
pat_02_rose5,31,5.598327969057035,0.58840798
pat_02_rose5,32,3.1789797023848787,0.6757129951577191
pat_02_rose5,33,1.5145034596549473e-14,4.92092004054771e-15
pat_02_rose5,34,-2.969022737,-1.32189409
