"run_basename","pass_threshold","n_stages","best_criterion","primary_best_model","primary_AIC","primary_RMSE_pct","best_model","best_AIC","best_by_rmse_pct_model","best_by_rmse_pct_value","best_by_aic_comparable_model","best_by_aic_comparable_AIC","best_by_aic_all_model","best_by_aic_all_AIC","plotted_curve_model","plotted_curve_AIC","plotted_curve_RMSE_pct","final_accuracy_pct"
"radials_condA_seed1702",90.5,7,"rmse_pct","linear",62.1690340708052,13.3716304088826,"linear",62.1690340708052,"linear",13.3716304088826,"linear",62.1690340708052,"power_loglog",6.04925660426497,"linear",62.1690340708052,13.3716304088826,28.5714285714286
