"run_basename","pass_threshold","n_stages","best_criterion","primary_best_model","primary_AIC","primary_RMSE_pct","best_model","best_AIC","best_by_rmse_pct_model","best_by_rmse_pct_value","best_by_aic_comparable_model","best_by_aic_comparable_AIC","best_by_aic_all_model","best_by_aic_all_AIC","plotted_curve_model","plotted_curve_AIC","plotted_curve_RMSE_pct","final_accuracy_pct"
"geometric20_condC_seed1702",90.5,8,"rmse_pct","linear",60.1694980826968,7.14673134021465,"linear",60.1694980826968,"linear",7.14673134021465,"linear",60.1694980826968,"power_loglog",-0.341444611217632,"linear",60.1694980826968,7.14673134021465,37.5
